Identifier,Date,Crime Type,Address,Narrative
11406110,05/27/2014 09:21,[RMS] Burglary,355 PARKVIEW TER  VALLEJO CA 94589,
11406723,05/26/2014 20:43,[RMS] Burglary,237 STANFORD DR  VALLEJO CA 94589,
11406045,05/26/2014 08:42,[RMS] Burglary,6409 EAGLE RIDGE DR  VALLEJO CA 94591,
11406035,05/25/2014 22:00,[RMS] Burglary,1 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: VALLEJO CAR WASH
11406033,05/25/2014 21:44,[RMS] Burglary,1604 LEWIS BROWN RD  VALLEJO CA 94589,Place: SHELL
11406025,05/25/2014 14:40,[RMS] Burglary,349 LINFIELD DR  VALLEJO CA 94589,
11406075,05/25/2014 12:36,[RMS] Burglary,88 VALLE VISTA AV  VALLEJO CA 94590,
11406060,05/25/2014 09:32,[RMS] Burglary,613 WELLFLEET DRIVE  VALLEJO CA 94591,
11406006,05/25/2014 01:59,[RMS] Burglary,148 LINCOLN RD E  VALLEJO CA 94591,Place: KENTWIG BOWLING LANE
11406001,05/24/2014 23:23,[RMS] Burglary,1221 GATEWAY DR  VALLEJO CA 94589,
11406348,05/24/2014 13:56,[RMS] Attempted Burglary-Felony,127 CAMINO ALTO ST  VALLEJO CA 94590,
11405960,05/23/2014 21:37,[RMS] Burglary,454 MAPLE AV  VALLEJO CA 94591,
11405949,05/23/2014 16:25,[RMS] Burglary,597 SANDY BEACH RD  VALLEJO CA 94590,Place: MOTEL 6
11406073,05/23/2014 11:45,[RMS] Burglary,522 KENTUCKY ST  VALLEJO CA 94590,
11405915,05/23/2014 06:00,[RMS] Burglary,160 LINCOLN RD E  VALLEJO CA 94591,Place: TRAVEL INN
11405993,05/22/2014 19:51,[RMS] Burglary,127 CAMINO ALTO ST  VALLEJO CA 94590,Place: PHILLIPS RESIDENCE
11405926,05/22/2014 09:33,[RMS] Burglary,1332 LINCOLN RD E  VALLEJO CA 94591,Place: PACIFICA PIZZA
11405866,05/21/2014 21:11,[RMS] Burglary,2031 TUOLUMNE ST  VALLEJO CA 94589,Place: @PFISTER RESIDENCE
11405912,05/21/2014 18:34,[RMS] Burglary,229 SANDY BEACH RD  VALLEJO CA 94590,Place: @RECALL
11405854,05/21/2014 13:40,[RMS] Attempted Burglary-Felony,620 LOCKWOOD DR  VALLEJO CA 94591,
11406347,05/21/2014 12:50,[RMS] Burglary,127 CAMINO ALTO ST  VALLEJO CA 94590,
11405844,05/21/2014 11:33,[RMS] Burglary,1138 MATTOS DR  VALLEJO CA 94591,
11406736,05/21/2014 10:03,[RMS] Burglary,442 REIS AV  VALLEJO CA 94591,
11405826,05/20/2014 21:33,[RMS] Burglary,216 GARY CIR  VALLEJO CA 94591,
11405816,05/20/2014 20:25,[RMS] Burglary,265 LEXINGTON DR  VALLEJO CA 94591,
11405711,05/19/2014 09:44,[RMS] Burglary,517 MAPLE AV  VALLEJO CA 94591,Place: @ATTEMPT
11405705,05/19/2014 08:22,[RMS] Burglary,5719 BARBERA WY  VALLEJO CA 94591,Place: BALAKUMARAN RESIDENCE
11405707,05/19/2014 08:07,[RMS] Burglary,5755 BARBERRA WAY  VALLEJO CA 94591,Place: GEORGE RESIDENCE
11405701,05/19/2014 07:42,[RMS] Burglary,567 SWAN WY  VALLEJO CA 94589,
11405675,05/18/2014 13:30,[RMS] Burglary,128 GLEASON AV  VALLEJO CA 94590,Place: AZURE GARDENS
11405661,05/16/2014 16:00,[RMS] Burglary,2000 ASCOT PKWY  VALLEJO CA 94591,Place: BLUE ROCK VILLAGE
11405600,05/16/2014 14:31,[RMS] Burglary,530 BROADWAY ST  VALLEJO CA 94590,Place: BERES BRIDAL
11405596,05/16/2014 14:23,[RMS] Burglary,245 HERMOSA AV  VALLEJO CA 94589,
11405721,05/16/2014 11:08,[RMS] Attempted Burglary-Felony,172 TONI CT  VALLEJO CA 94591,
11406056,05/16/2014 10:50,[RMS] Burglary,146 RAINIER AV  VALLEJO CA 94589,Place: LOMA VISTA SCHOOL
11405581,05/16/2014 02:59,[RMS] Burglary,1501 SOLANO AV  VALLEJO CA 94590,Place: CAROSELL MOTORS INC
11406444,05/15/2014 14:20,[RMS] Burglary,232 CAROLINA ST  VALLEJO CA 94590,
11405553,05/15/2014 13:29,[RMS] Burglary,88 VALLE VISTA AV  VALLEJO CA 94590,
11405520,05/15/2014 01:12,[RMS] Burglary,108 RAINES CT  VALLEJO CA 94591,
11405603,05/14/2014 16:57,[RMS] Burglary,210 WESTWOOD ST  VALLEJO CA 94591,
11405565,05/13/2014 16:27,[RMS] Burglary,1530 LORENZO DR  VALLEJO CA 94589,Place: DAN MINI SCHOOL
11405429,05/13/2014 12:55,[RMS] Burglary,846 6TH ST  VALLEJO CA 94590,Place: EASTMAN RESIDENCE
11405424,05/13/2014 12:39,[RMS] Burglary,55 VALLE VISTA AV  VALLEJO CA 94590,Place: AUSTIN CREEK APARTMENTS
11405417,05/13/2014 10:45,[RMS] Burglary,315 WOODSON WAY  VALLEJO CA 94591,
11405472,05/13/2014 10:03,[RMS] Burglary,55 VALLE VISTA AV  VALLEJO CA 94590,
11405373,05/12/2014 11:08,[RMS] Burglary,802 MAINE ST  VALLEJO CA 94590,Place: 802 MAINE ST
11405637,05/12/2014 10:03,[RMS] Burglary,1457 NORTH CAMINO ALTO  VALLEJO CA 94589,Place: @FRONT LOBBY--445
11405403,05/11/2014 23:24,[RMS] Burglary,301 CLYDESDALE DR  VALLEJO CA 94591,
11405359,05/11/2014 11:08,[RMS] Burglary,1409 RICE ST  VALLEJO CA 94590,Place: CECELIA PIEROTTI
11405309,05/11/2014 06:30,[RMS] Burglary,509 LINCOLN RD W  VALLEJO CA 94590,
11405303,05/10/2014 22:15,[RMS] Burglary,1175 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: HOME DEPOT
11405456,05/10/2014 19:20,[RMS] Burglary,219 LOS CERRITOS DR  VALLEJO CA 94589,
11405308,05/10/2014 00:08,[RMS] Burglary,219 LOS CERRITOS DR  VALLEJO CA 94589,
11405269,05/09/2014 19:06,[RMS] Burglary,718 ALAMEDA ST  VALLEJO CA 94590,
11405268,05/09/2014 18:22,[RMS] Burglary,2145 EL DORADO ST  VALLEJO CA 94590,
11405390,05/09/2014 18:13,[RMS] Burglary,1333 N CAMINO ALTO  VALLEJO CA 94589,Place: WATERSTONE APARTMENTS
11405335,05/08/2014 23:26,[RMS] Burglary,466 WILSON AV  VALLEJO CA 94590,
11405239,05/08/2014 16:14,[RMS] Burglary,466 WILSON AV  VALLEJO CA 94590,
11405216,05/08/2014 13:13,[RMS] Burglary,309 HAVITURE WY  VALLEJO CA 94589,
11405519,05/06/2014 22:25,[RMS] Burglary,320 SUNRISE WY  VALLEJO CA 94591,
11405164,05/06/2014 18:22,[RMS] Burglary,100 HOGAN AV  VALLEJO CA 94589,Place: @2A8
11405129,05/06/2014 15:15,[RMS] Burglary,280 MAGILL ST  VALLEJO CA 94589,
11405073,05/05/2014 21:57,[RMS] Burglary,99 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,
11405109,05/05/2014 21:24,[RMS] Burglary,810 MARIPOSA ST  VALLEJO CA 94590,
11405754,05/05/2014 16:17,[RMS] Burglary,5000 GEORGIA ST  VALLEJO CA 94591,Place: EMROM ELECTRIC
11405082,05/05/2014 14:54,[RMS] Burglary,1568 VERVAIS AV  VALLEJO CA 94591,Place: @PORTIS RESIDENCE
11405051,05/05/2014 08:11,[RMS] Burglary,165 PLAZA DR  VALLEJO CA 94591,Place: T-MOBILE
11405013,05/04/2014 10:09,[RMS] Burglary,2103 REDWOOD ST  VALLEJO CA 94590,Place: VALLEJO OPTOMETRY
11405053,05/04/2014 08:30,[RMS] Burglary,232 CAROLINA ST  VALLEJO CA 94590,
11405002,05/03/2014 23:05,[RMS] Burglary,149 PLAZA DR  VALLEJO CA 94591,Place: @4P4
11404999,05/03/2014 19:47,[RMS] Burglary,708 DEL NORTE ST  VALLEJO CA 94591,Place: RESIDENCE
11405459,05/03/2014 18:52,[RMS] Burglary,144 MARQUETTE AV  VALLEJO CA 94589,
11405066,05/03/2014 08:12,[RMS] Burglary,501 STARR AV  VALLEJO CA 94590,Place: FRANKLIN MIDDLE SCHOOL
11404966,05/02/2014 21:46,[RMS] Burglary,1050 REDWOOD ST  VALLEJO CA 94590,Place: WALGREENS/DRUGS TAKEN
11405023,05/02/2014 17:10,[RMS] Burglary,355 PARKVIEW TER  VALLEJO CA 94589,Place: SUMMIT RIDGE
11405178,05/02/2014 16:53,[RMS] Burglary,234 FAIRMONT AV  VALLEJO CA 94590,Place: PURELY ROMANTIC BY LAMONICA
11405161,05/02/2014 10:00,[RMS] Burglary,209 HOWARD AVE  VALLEJO CA 94589,
11404974,05/02/2014 03:29,[RMS] Burglary,177 MAHER CT  VALLEJO CA 94591,Place: RESIDENCE
11407795,05/01/2014 18:34,[RMS] Burglary,115 ROBIN CT  VALLEJO CA 94591,
11404891,05/01/2014 12:01,[RMS] Burglary,1119 FLORIDA ST  VALLEJO CA 94590,
11404817,04/28/2014 19:29,[RMS] Burglary,124 NAVONE ST  VALLEJO CA 94591,
11404757,04/28/2014 14:59,[RMS] Burglary,225 CURTIS DR  VALLEJO CA 94591,Place: SECCK NEEDED
11404706,04/28/2014 02:45,[RMS] Burglary,709 STANFORD DR  VALLEJO CA 94589,
11404700,04/27/2014 18:57,[RMS] Burglary,1900 INDIANA ST  VALLEJO CA 94590,
11404696,04/27/2014 16:38,[RMS] Burglary,254 LARISSA LN  VALLEJO CA 94590,
11404713,04/27/2014 08:43,[RMS] Attempted Burglary-Felony,2325 SPRINGS RD  VALLEJO CA 94591,Place: CARMICHAEL COMPANY
11404750,04/26/2014 12:28,[RMS] Burglary,507 ANNETTE AV  VALLEJO CA 94591,
11404656,04/26/2014 11:30,[RMS] Burglary,201 WOODRIDGE DR  VALLEJO CA 94591,
11404630,04/25/2014 16:04,[RMS] Burglary,5305 CHENIN BLANC PL  VALLEJO CA 94591,Place: HOUSE NOT CHECKED
11404788,04/25/2014 11:26,[RMS] Attempted Burglary-Felony,206 MARQUETTE AV  VALLEJO CA 94589,
11404618,04/25/2014 09:43,[RMS] Attempted Burglary-Felony,189 HARVARD AV  VALLEJO CA 94589,Place: @AND SECCK
11404607,04/24/2014 23:20,[RMS] Burglary,525 5TH ST  VALLEJO CA 94590,Place: @NOISES IN BK YARD
11404608,04/24/2014 23:16,[RMS] Burglary,1929 GRIFFIN DR  VALLEJO CA 94589,
11404606,04/24/2014 13:07,[RMS] Burglary,142 LIMESTONE DR  VALLEJO CA 94589,
11404610,04/24/2014 12:22,[RMS] Burglary,137 EVERGREEN WY  VALLEJO CA 94591,Place: ADAMS RESIDENCE
11404581,04/24/2014 10:35,[RMS] Burglary,2920 IRWIN ST  VALLEJO CA 94591,
11404569,04/24/2014 02:26,[RMS] Burglary,955 GRANT ST  VALLEJO CA 94590,
11404562,04/23/2014 21:15,[RMS] Burglary,7280 WILLOW CREEK CIR  VALLEJO CA 94591,
11404561,04/22/2014 16:02,[RMS] Burglary,140 WENDY ST  VALLEJO CA 94589,
11404489,04/22/2014 15:32,[RMS] Burglary,181 PERSIMMON DR  VALLEJO CA 94589,Place: @COOK RESIDENCE
11404492,04/22/2014 15:01,[RMS] Burglary,142 PALOMAR LN  VALLEJO CA 94591,Place: @LEVAKE RESIDENCE
11404414,04/21/2014 11:45,[RMS] Attempted Burglary-Felony,425 KEATS DR  VALLEJO CA 94591,
11404470,04/21/2014 08:18,[RMS] Burglary,1326 ARKANSAS ST  VALLEJO CA 94590,
11404393,04/20/2014 16:37,[RMS] Burglary,229 TENNESSEE ST  VALLEJO CA 94590,
11404449,04/20/2014 09:37,[RMS] Burglary,501 WELLFLEET DR  VALLEJO CA 94591,
11404665,04/19/2014 17:40,[RMS] Burglary,130 CALHOUN ST  VALLEJO CA 94590,
11404358,04/19/2014 12:32,[RMS] Burglary,1236 LOCUST DR  VALLEJO CA 94591,
11404380,04/19/2014 03:41,[RMS] Burglary,4178 PENNY LN  VALLEJO CA 94591,
11404524,04/18/2014 17:10,[RMS] Burglary,2851 REDWOOD PW  VALLEJO CA 94591,
11404336,04/18/2014 16:38,[RMS] Burglary,962 PINE ST  VALLEJO CA 94590,
11404339,04/18/2014 15:34,[RMS] Burglary,1401 LASSEN ST  VALLEJO CA 94591,
11404311,04/17/2014 12:52,[RMS] Burglary,924 KEATS DR  VALLEJO CA 94591,
11404289,04/16/2014 21:31,[RMS] Burglary,300 CIMARRON DR  VALLEJO CA 94589,Place: @SECURITY CHECK
11404742,04/16/2014 20:19,[RMS] Attempted Burglary-Felony,2921 IRWIN ST  VALLEJO CA 94591,
11404410,04/16/2014 19:53,[RMS] Burglary,103 PALO VERDE WY  VALLEJO CA 94589,
11404322,04/16/2014 17:58,[RMS] Burglary,1801 VERVAIS AV  VALLEJO CA 94591,Place: @SWETNAM RESIDENCE
11404281,04/16/2014 17:07,[RMS] Burglary,2114 GEORGIA ST  VALLEJO CA 94590,
11404532,04/16/2014 03:17,[RMS] Burglary,910 DONNER PASS RD  VALLEJO CA 94589,
11404248,04/15/2014 23:45,[RMS] Burglary,848 ALABAMA ST  VALLEJO CA 94590,Place: @459? SECCK
11404242,04/15/2014 18:15,[RMS] Burglary,3485 SONOMA BL  VALLEJO CA 94590,Place: BIG 5 SPORTING GOODS
11404254,04/15/2014 04:19,[RMS] Burglary,3020 SONOMA BL  VALLEJO CA 94590,Place: AUTOZONE
11404192,04/14/2014 18:04,[RMS] Burglary,145 CHATHAM PL  VALLEJO CA 94591,
11404181,04/14/2014 15:16,[RMS] Burglary,1122 FLORIDA ST  VALLEJO CA 94590,
11404169,04/14/2014 10:05,[RMS] Burglary,106 ALLISON CT  VALLEJO CA 94589,
11404142,04/13/2014 10:44,[RMS] Burglary,471 STEFFAN ST  VALLEJO CA 94591,Place: HOUSE
11404136,04/13/2014 01:30,[RMS] Burglary,1050 REDWOOD ST  VALLEJO CA 94590,Place: WALGREENS
11404129,04/12/2014 16:46,[RMS] Burglary,350 NEVADA ST  VALLEJO CA 94590,
11404149,04/12/2014 15:53,[RMS] Burglary,106 OAKMORE CT  VALLEJO CA 94591,
11404128,04/12/2014 15:40,[RMS] Burglary,138 FRISBIE ST  VALLEJO CA 94590,Place: CONREP HOUSE
11404092,04/11/2014 14:15,[RMS] Burglary,224 CARTER ST  VALLEJO CA 94590,
11404224,04/11/2014 10:12,[RMS] Burglary,111 ROSE CT  VALLEJO CA 94589,
11404064,04/10/2014 18:02,[RMS] Burglary,185 HILBORN AV  VALLEJO CA 94590,
11405387,04/10/2014 16:51,[RMS] Burglary,708 EL DORADO ST  VALLEJO CA 94590,
11404079,04/10/2014 16:30,[RMS] Burglary,207 GREENWOOD ST  VALLEJO CA 94591,
11404055,04/10/2014 15:33,[RMS] Burglary,216 BOWMAN DR  VALLEJO CA 94591,
11404062,04/10/2014 15:07,[RMS] Burglary,142 PAJARO WY  VALLEJO CA 94591,Place: @ATTEMPT/2P1
11404048,04/10/2014 13:33,[RMS] Burglary,200 MITCHELL CT  VALLEJO CA 94589,Place: HALL RESIDENCE
11404042,04/10/2014 10:51,[RMS] Burglary,915.5 NAPA  VALLEJO CA 94590,
11404075,04/10/2014 02:29,[RMS] Burglary,1127 JACK LONDON DR  VALLEJO CA 94589,
11404011,04/09/2014 18:10,[RMS] Burglary,701 SERENO DR  VALLEJO CA 94589,Place: @415FT/WALMART
11403985,04/09/2014 13:12,[RMS] Burglary,229 TENNESSEE ST  VALLEJO CA 94590,
11403981,04/09/2014 11:48,[RMS] Burglary,109 CLAY ST  VALLEJO CA 94591,"Place: ROSA\'S HOUSEKEEPING"
11403952,04/08/2014 22:57,[RMS] Burglary,1523 MC DOUGAL ST  VALLEJO CA 94590,Place: @HOUSE NOT CHECKED
11405213,04/08/2014 14:00,[RMS] Burglary,335 COUCH ST  VALLEJO CA 94590,Place: @ AND 459
11404009,04/08/2014 13:12,[RMS] Burglary,458 FAIRGROUNDS DR  VALLEJO CA 94589,Place: MOTEL 6
11403931,04/08/2014 12:07,[RMS] Burglary,771 QUARTZ LN  VALLEJO CA 94589,
11404031,04/08/2014 10:06,[RMS] Burglary,646 PIERCE ST  VALLEJO CA 94590,
11403954,04/08/2014 00:35,[RMS] Burglary,1041 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: APPLEBEES RESTUARANT
11403843,04/05/2014 09:12,[RMS] Attempted Burglary-Felony,201 MALAGA ST  VALLEJO CA 94591,
11403809,04/03/2014 20:55,[RMS] Burglary,1252 HALSEY ST  VALLEJO CA 94590,
11403800,04/03/2014 17:31,[RMS] Burglary,921 COLUSA ST  VALLEJO CA 94590,
11406412,04/03/2014 13:41,[RMS] Burglary,137 SANDPIPER DR  VALLEJO CA 94589,
11403788,04/03/2014 11:22,[RMS] Burglary,55 VALLE VISTA ST  VALLEJO CA 94590,
11404518,04/02/2014 19:02,[RMS] Burglary,1201 VALLE VISTA AV  VALLEJO CA 94589,
11403767,04/02/2014 14:27,[RMS] Burglary,1300 DEVLIN DR  VALLEJO CA 94591,
11403980,04/02/2014 08:55,[RMS] Burglary,501 GLEN COVE PKWY  VALLEJO CA 94591,Place: GLEN COVE SCHOOL
11409477,04/01/2014 15:08,[RMS] Burglary,142 EVERGREEN WY  VALLEJO CA 94591,Place: @ATT
11403669,03/31/2014 20:00,[RMS] Burglary,232 DOYLE DR  VALLEJO CA 94591,
11404058,03/31/2014 15:54,[RMS] Burglary,40 VALLE VISTA AV  VALLEJO CA 94590,Place: SOLANO VISTA SENIOR APARTMENTS
11403689,03/31/2014 08:56,[RMS] Burglary,1861 SOLANO AV  VALLEJO CA 94590,Place: AVIS CAR RENTAL
11403632,03/31/2014 05:02,[RMS] Burglary,10 SAGE ST  VALLEJO CA 94589,Place: CHEVRON/SECCK
11403606,03/29/2014 23:38,[RMS] Burglary,5809 CABERNET DR  VALLEJO CA 94591,Place: RESIDENCE
11403683,03/29/2014 08:07,[RMS] Burglary,1080 MAGAZINE ST  VALLEJO CA 94591,
11403563,03/28/2014 15:29,[RMS] Attempted Burglary-Felony,20 FAIRVIEW AV  VALLEJO CA 94590,
11403580,03/28/2014 02:31,[RMS] Burglary,1939 OHIO ST  VALLEJO CA 94590,
11403547,03/27/2014 21:24,[RMS] Burglary,6402 EAGLE RIDGE DR  VALLEJO CA 94591,Place: CAID RESIDENCE
11403707,03/27/2014 09:01,[RMS] Burglary,232 CAROLINA ST  VALLEJO CA 94590,
11403617,03/26/2014 14:34,[RMS] Burglary,1284 RACHEL WY  VALLEJO CA 94591,Place: @1059
11403701,03/25/2014 20:36,[RMS] Attempted Burglary-Felony,130 BAYVIEW AV  VALLEJO CA 94590,
11404273,03/25/2014 12:41,[RMS] Burglary,2734 WASHBURN CT  VALLEJO CA 94591,
11403435,03/25/2014 08:15,[RMS] Burglary,1386 MARIPOSA ST  VALLEJO CA 94590,
11403432,03/25/2014 06:33,[RMS] Burglary,632 ROLLINGWOOD DR  VALLEJO CA 94591,Place: FILMING
11403959,03/24/2014 18:13,[RMS] Burglary,216 RONEY AV  VALLEJO CA 94590,
11403419,03/24/2014 17:21,[RMS] Burglary,199 VOLCANO CT  VALLEJO CA 94589,
11403378,03/24/2014 11:05,[RMS] Burglary,901 TOBIN DR  VALLEJO CA 94589,
11403444,03/23/2014 13:00,[RMS] Attempted Burglary-Felony,5405 LA SALLE WAY  VALLEJO CA 94591,
11403352,03/23/2014 10:23,[RMS] Burglary,832 5TH ST  VALLEJO CA 94590,
11403486,03/23/2014 08:57,[RMS] Burglary,346 LIGHTHOUSE DR  VALLEJO CA 94590,
11403332,03/22/2014 15:05,[RMS] Burglary,1313 COLUSA ST  VALLEJO CA 94590,
11405474,03/22/2014 11:53,[RMS] Burglary,4360 SONOMA BL  VALLEJO CA 94589,
11403315,03/21/2014 21:44,[RMS] Burglary,2007 L ELLENBURG ST  VALLEJO CA 94590,Place: LOLLIS RESIDENCE
11403312,03/21/2014 18:46,[RMS] Burglary,100 REVERE ST  VALLEJO CA 94591,
11403783,03/21/2014 10:30,[RMS] Burglary,1146 KENTUCKY ST  VALLEJO CA 94590,
11403491,03/20/2014 15:36,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11403764,03/20/2014 13:13,[RMS] Burglary-Locked Vessel <$400,42 HARBOR WY  VALLEJO CA 94590,
11403273,03/20/2014 10:55,[RMS] Burglary,1751 MINI DR  VALLEJO CA 94589,
11403245,03/19/2014 17:46,[RMS] Attempted Burglary-Felony,300 RODGERS ST  VALLEJO CA 94590,
11403246,03/19/2014 14:44,[RMS] Burglary,110 HILBORN AV  VALLEJO CA 94590,Place: .
11403393,03/19/2014 14:32,[RMS] Burglary,400 LINCOLN RD E  VALLEJO CA 94591,Place: CHEVRON
11403164,03/17/2014 14:11,[RMS] Burglary,739 MAINE ST  VALLEJO CA 94590,
11403100,03/16/2014 07:52,[RMS] Burglary,4300 SONOMA BL  VALLEJO CA 94589,Place: STAR CLEANERS
11403526,03/15/2014 10:14,[RMS] Burglary,325 OHIO ST  VALLEJO CA 94590,
11403115,03/14/2014 18:37,[RMS] Burglary,1456 AMADOR ST  VALLEJO CA 94590,
11403067,03/14/2014 17:49,[RMS] Burglary,175 MARQUETTE AV  VALLEJO CA 94589,
11403057,03/14/2014 17:43,[RMS] Burglary,904 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: TARGET
11403395,03/14/2014 17:11,[RMS] Burglary,350 DEL MAR AV  VALLEJO CA 94589,
11403066,03/14/2014 15:52,[RMS] Burglary,2400 REDWOOD ST  VALLEJO CA 94590,
11403049,03/14/2014 14:50,[RMS] Burglary,480 PORTER ST  VALLEJO CA 94590,
11403233,03/13/2014 21:09,[RMS] Burglary,1528 LANDMARK DR  VALLEJO CA 94591,
11403028,03/13/2014 18:15,[RMS] Burglary,115 ANDERSON ST  VALLEJO CA 94589,
11403027,03/13/2014 15:18,[RMS] Burglary,501 BRITANNIA DR  VALLEJO CA 94591,
11403012,03/13/2014 12:35,[RMS] Burglary,125 DRIFTWOOD CT  VALLEJO CA 94590,Place: @FIRPO RESIDENCE
11402993,03/12/2014 19:42,[RMS] Burglary,355 PARKVIEW TER  VALLEJO CA 94589,
11402983,03/12/2014 17:19,[RMS] Burglary,317 CENTRAL AV  VALLEJO CA 94590,Place: AND 459
11402962,03/12/2014 12:34,[RMS] Attempted Burglary-Felony,631 LOUST CT   CA 94591,
11402952,03/12/2014 10:52,[RMS] Burglary,543 CEDAR ST  VALLEJO CA 94591,
11402939,03/12/2014 08:24,[RMS] Burglary,308 CAPITOL ST  VALLEJO CA 94590,Place: BB SALON
11402916,03/11/2014 13:56,[RMS] Burglary,114 MATTHEW CT  VALLEJO CA 94591,
11402960,03/11/2014 11:12,[RMS] Burglary,1427 DELWOOD ST  VALLEJO CA 94591,
11402877,03/10/2014 20:22,[RMS] Burglary,1418 DELWOOD AV  VALLEJO CA 94591,
11402905,03/10/2014 09:58,[RMS] Attempted Burglary-Felony,813 SACRAMENTO ST  VALLEJO CA 94590,
11402838,03/10/2014 06:34,[RMS] Burglary,152 ROBLES WY  VALLEJO CA 94591,Place: COUNTRY CLUB DRY CLEANERS
11402945,03/10/2014 03:09,[RMS] Burglary,901 HUMBOLDT ST  VALLEJO CA 94591,
11402829,03/09/2014 19:20,[RMS] Burglary,1114 CAROLINA ST  VALLEJO CA 94590,"Place: @FUP, VIC HOME"
11402828,03/09/2014 18:06,[RMS] Burglary,1190 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: KOHLS
11402900,03/09/2014 10:44,[RMS] Burglary,1945 LOUISIANA ST  VALLEJO CA 94590,
11402808,03/08/2014 18:26,[RMS] Burglary,688 CENTRAL AV  VALLEJO CA 94590,
11402801,03/08/2014 17:04,[RMS] Burglary,100 MICHIGAN ST  VALLEJO CA 94590,Place: @ATT 459 OR 594?
11402791,03/08/2014 09:26,[RMS] Attempted Burglary-Felony,605 TENNESSEE ST  VALLEJO CA 94590,Place: NANCYS NAILS
11402787,03/08/2014 07:27,[RMS] Attempted Burglary-Felony,622 QUARTZ LN  VALLEJO CA 94589,
11402780,03/07/2014 20:45,[RMS] Attempted Burglary-Felony,138 NICOLE WY  VALLEJO CA 94589,Place: @ATTEMPT W/IN 15 MIN
11402778,03/07/2014 19:56,[RMS] Burglary,3453 EDGEWATER PL  VALLEJO CA 94591,Place: @PARKS RESIDENCE
11402938,03/07/2014 11:20,[RMS] Burglary,678 NEBRASKA ST  VALLEJO CA 94590,Place: ROSE TAILOR
11402713,03/05/2014 19:22,[RMS] Burglary,458 FAIRGROUNDS DR  VALLEJO CA 94589,Place: MOTEL 6
11402729,03/05/2014 18:12,[RMS] Burglary,460 CORCORAN AV  VALLEJO CA 94589,
11402714,03/05/2014 16:35,[RMS] Burglary,500 ROLEEN DR  VALLEJO CA 94589,
11402635,03/04/2014 10:15,[RMS] Burglary,WESTWOOD ST & LAIN DR  VALLEJO CA 94591,
11402615,03/04/2014 03:58,[RMS] Burglary,927 CAROLINA ST  VALLEJO CA 94590,
11402673,03/04/2014 00:01,[RMS] Burglary,829 KEATS DR  VALLEJO CA 94591,
11402719,03/02/2014 15:29,[RMS] Burglary,1245 FLORIDA ST  VALLEJO CA 94590,Place: BRADLY CONSTRUCTION
11402538,03/02/2014 11:39,[RMS] Burglary,710 OHIO ST  VALLEJO CA 94590,
11402536,03/02/2014 11:08,[RMS] Burglary,165 PLAZA DR  VALLEJO CA 94591,Place: T MOBILE
11402520,03/01/2014 17:36,[RMS] Burglary,145 JANICE ST  VALLEJO CA 94589,
11402519,03/01/2014 17:19,[RMS] Burglary,1020 CRONIN DR  VALLEJO CA 94589,
11402511,03/01/2014 12:50,[RMS] Attempted Burglary-Felony,1010 CRONIN DR  VALLEJO CA 94589,
11406353,03/01/2014 10:54,[RMS] Burglary,817 WILSON AV  VALLEJO CA 94590,Place: DOWNTOWN PIZZA
11402591,02/28/2014 16:04,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11408022,02/28/2014 13:53,[RMS] Burglary,4311 SONOMA BL  VALLEJO CA 94589,Place: AAAA RENT A SPACE
11402480,02/28/2014 11:54,[RMS] Burglary,118 ALAMEDA ST  VALLEJO CA 94590,
11402479,02/28/2014 11:29,[RMS] Burglary,609 CAPITOL ST  VALLEJO CA 94590,
11402490,02/28/2014 10:53,[RMS] Burglary,4170 PENNY LN  VALLEJO CA 94591,
11402466,02/27/2014 18:48,[RMS] Burglary,1740 BROADWAY ST  VALLEJO CA 94589,Place: REDWOOD MOBILE HOME PARK
11402448,02/27/2014 11:47,[RMS] Burglary,190 OPAL DR  VALLEJO CA 94589,Place: @1110 FOR 2P8
11402470,02/27/2014 11:24,[RMS] Burglary,252 WINDSOR WY  VALLEJO CA 94591,
11402558,02/27/2014 09:29,[RMS] Burglary,311 EL DORADO ST  VALLEJO CA 94590,
11402426,02/26/2014 16:09,[RMS] Burglary,120 HOGAN AV  VALLEJO CA 94589,
11402425,02/26/2014 15:42,[RMS] Burglary,1828 GRIFFIN DR  VALLEJO CA 94589,
11402532,02/26/2014 09:09,[RMS] Burglary,507 ROLEEN DR  VALLEJO CA 94589,
11402410,02/26/2014 09:05,[RMS] Burglary,301 GEORGIA ST  VALLEJO CA 94590,Place: COMPASSIONATE HEALTH OPTS
11402390,02/25/2014 19:48,[RMS] Burglary,1066 TOPSAIL DR  VALLEJO CA 94591,Place: VENTURA RESIDENCE
11402388,02/25/2014 18:55,[RMS] Burglary,3711 GEYSER CT  VALLEJO CA 94591,Place: VEDAN RESIDENCE
